31,28,39,48,39,38,36,39,42,40,54,54,54,63,65,62,63,64,71,72,70,73,78,78,81,83,78,82,82,86,81,82,84,82,79,77,76,75,79,66,62,63,60,64,48,52,52,52,42,32,33,37
64,65,63,54,58,58,58,64,60,59,59,69,65,62,64,62,61,64,67,65,65,66,70,70,70,70,70,69,78,72,70,71,71,78,77,73,70,70,75,83,70,72,67,66,73,62,60,53,58,63,59,57
45,37,49,63,50,50,45,51,49,53,65,57,60,69,67,70,70,73,75,80,82,83,83,85,87,85,82,84,86,84,85,88,89,88,87,83,84,83,82,74,68,73,77,74,61,65,60,63,59,52,55,58
12,16,31,37,22,28,20,28,29,36,51,50,45,59,59,61,58,60,60,63,62,78,76,75,78,78,73,80,80,81,78,79,86,79,76,74,71,72,73,59,62,62,57,55,43,55,41,41,33,23,17,28
42,36,48,59,53,53,44,48,50,48,61,57,60,65,68,65,69,71,79,74,79,77,82,81,85,83,82,83,84,85,87,85,84,87,82,81,83,77,79,74,67,68,68,73,59,57,60,65,56,44,47,48
10,16,27,33,18,27,23,31,29,34,47,45,41,58,52,58,51,59,56,54,63,75,70,69,72,77,72,80,80,78,76,76,81,76,74,71,67,65,68,57,62,59,55,51,43,53,42,35,30,23,16,27
28,27,36,39,31,30,32,36,35,42,48,56,48,55,65,55,57,61,65,57,64,71,78,67,73,80,77,85,82,83,79,81,78,79,71,80,70,67,72,66,60,58,55,60,46,51,50,46,41,35,29,31
29,29,35,40,32,30,29,34,35,41,48,54,50,56,65,56,57,62,68,60,65,73,81,72,77,83,78,85,82,84,79,80,81,80,74,80,71,70,74,68,60,59,56,61,46,52,50,46,41,35,28,33
57,58,61,55,57,60,58,62,58,61,56,67,65,67,71,74,70,72,79,76,81,80,89,89,90,94,98,97,101,96,91,95,98,94,94,93,89,92,91,92,78,83,71,73,75,62,65,55,57,64,62,60
46,47,48,49,46,48,46,47,47,48,42,50,50,44,47,53,51,51,51,57,54,52,57,59,56,62,59,70,63,65,64,65,70,66,64,62,59,63,59,61,57,52,53,50,54,45,43,32,42,48,44,45
