48,33,41,46,40,42,40,30,37,48,60,57,55,60,69,64,59,58,71,74,72,77,73,80,85,84,79,83,82,83,82,82,79,81,76,80,75,69,68,67,65,60,59,58,63,53,54,50,48,55,52,63
52,64,62,63,66,65,69,63,60,63,72,70,71,67,62,68,63,72,62,64,64,66,67,70,71,73,74,71,75,76,75,75,78,76,82,75,85,77,79,76,78,78,73,74,63,62,66,59,62,63,54,54
47,43,48,53,59,51,60,56,44,53,60,70,66,72,75,73,75,69,78,77,78,78,81,83,82,84,83,85,86,87,88,89,88,83,82,82,80,80,80,75,77,75,72,70,69,64,61,60,53,65,57,70
32,12,27,33,27,29,23,13,16,27,47,47,36,51,59,61,48,55,73,65,62,72,67,77,76,72,71,71,77,76,78,74,75,72,70,79,70,68,69,61,63,53,61,51,57,47,43,45,36,51,39,49
63,49,53,56,51,51,51,50,55,63,70,70,61,68,74,74,72,68,73,77,78,76,77,80,85,83,81,83,84,83,82,82,81,83,81,82,79,77,76,75,72,69,71,73,77,66,68,63,64,61,64,73
27,11,27,34,29,23,21,13,15,26,47,44,35,52,53,59,47,56,64,63,60,68,65,74,70,72,69,72,77,78,81,76,78,74,68,81,69,71,69,60,62,55,61,50,57,49,42,42,39,50,38,44
40,23,30,36,26,27,24,21,24,32,44,38,39,50,49,61,53,60,69,69,64,76,61,77,74,74,74,79,78,81,82,78,79,81,78,81,78,75,68,63,63,58,57,56,61,52,53,47,47,54,50,57
40,24,31,36,28,31,27,20,25,31,45,42,39,51,51,61,54,60,71,70,66,78,65,80,79,76,75,81,79,80,82,80,78,81,77,82,77,73,69,65,64,58,58,56,62,53,53,47,47,52,49,59
44,62,60,61,61,66,69,66,64,63,74,73,77,78,72,74,73,83,74,76,77,86,87,91,99,99,95,94,94,96,95,97,99,98,95,90,91,89,89,89,80,85,75,74,66,64,61,59,57,60,51,53
38,46,45,48,46,50,51,49,46,47,52,51,53,50,51,52,52,57,57,56,61,64,65,66,67,72,76,70,72,67,74,69,69,69,67,60,66,60,58,59,60,58,55,55,49,47,43,38,46,48,42,39
